state-province,web_pages,alpha_two_code,country,name,domains,
null,http://www.ruraluniversity-chitrakoot.org/,IN,India,Mahatma Gandhi Chitrakut Gramoday University,ruraluniversity-chitrakoot.org,
null,http://www.sagaruniversity.nic.in/,IN,India,Dr. Hari Singh Gour University, formerly University of Sagar,sagaruniversity.nic.in,
null,http://www.sambalpuruniversitypgc.in/,IN,India,Sambalpur University,sambalpuruniversitypgc.in,
null,http://www.sanskrit.nic.in/,IN,India,National Sanskrit University,sanskrit.nic.in,
null,http://www.sastra.edu/,IN,India,SASTRA Deemed University,sastra.edu,
null,http://www.sathyabamauniv.ac.in/,IN,India,Sathyabama University,sathyabamauniv.ac.in,
null,http://www.saurashtrauniversity.edu/,IN,India,Saurashtra University,saurashtrauniversity.edu,
null,http://www.sce.ac.in/,IN,India,Shanmugha Arts Science Technology and Research Academy,sce.ac.in,
null,http://sctimst.ker.nic.in/,IN,India,Sree Chitra Tirunal Institute for Medical Sciences and Technology,sctimst.ker.nic.in,
null,http://www.sdau.edu.in/,IN,India,Sardarkrushinagar Dantiwada Agricultural University,sdau.edu.in,
null,http://www.sgpgi.ac.in/,IN,India,Sanjay Gandhi Postgraduate lnstitute of Medical Sciences,sgpgi.ac.in,
null,http://www.sgu.ernet.in/,IN,India,South Gujarat University,sgu.ernet.in,
null,http://www.shobhituniversity.ac.in/,IN,India,Shobhit University, Meerut,shobhituniversity.ac.in,
null,http://www.shridharuniversity.ac.in/,IN,India,Shridhar University,shridharuniversity.ac.in,
null,http://www.simhapuriuniv.ac.in/,IN,India,Vikrama Simhapuri University,simhapuriuniv.ac.in,
null,http://www.siu.edu.in/,IN,India,Symbiosis International University,siu.edu.in,
null,http://www.sjsv.nic.in/,IN,India,Shri Jagannath Sanskrit University,sjsv.nic.in,
null,http://www.skmu.edu.in/,IN,India,Sido Kanhu Murmu University,skmu.edu.in,
null,http://www.skuastkashmir.ac.in/,IN,India,Sher-E-Kashmir University of Agricultural Sciences and Technology,skuastkashmir.ac.in,
null,http://skuniv.ap.nic.in/,IN,India,Sri Krishnadevaraya University,skuniv.ap.nic.in,
null,http://www.slbsrsv.ac.in/,IN,India,Shri Lal Bahadur Shastri Rashtriya Sanskrit Vidyapeetha,slbsrsv.ac.in,
null,http://www.smkfomra.net/,IN,India,SMK Fomra Institute of Technology,smkfomra.net,
null,http://www.smu.edu.in/,IN,India,Sikkim Manipal University of Health, Medical and Technological Sciences,smu.edu.in,
null,http://www.sndt.edu/,IN,India,Shreemati Nathibai Damodar Thackersey Women's University,sndt.edu,
null,http://www.soauniversity.ac.in/,IN,India,Sikha 'O' Anushandhan University,soauniversity.ac.in,
null,http://www.southasianuniversity.org/,IN,India,South Asian University,southasianuniversity.org,
null,http://www.spa.ac.in/,IN,India,School of Planning and Architecture,spa.ac.in,
null,http://www.spuniv.org/,IN,India,Periyar University,spuniv.org,
null,http://www.spuvvn.edu/,IN,India,Sardar Patel University,spuvvn.edu,
null,http://www.srisathyasai.org.in/pages/instts/HighLearn.htm,IN,India,Sri Sathya Sai Institute of Higher Learning,srisathyasai.org.in,
null,http://www.srkdc.org/,IN,India,Sree Rama Krishna Degree College,srkdc.org,
Tamil Nadu,http://www.srmuniv.ac.in/,IN,India,SRM Institute Of Science & Technology ( Deemed University),srmuniv.ac.in,
null,http://www.srtmun.org/,IN,India,Swami Ramanand Teerth Marathwada University,srtmun.org,
null,http://www.ssgmce.org/,IN,India,Sri Sant Gajanan Maharaj College of Engineering,ssgmce.org,
null,http://www.ssus.ac.in/,IN,India,Sree Sankaracharya University of Sanskrit,ssus.ac.in,
null,http://ssvv.up.nic.in/,IN,India,Sampurnanand Sanskrit University,ssvv.up.nic.in,
null,http://su.digitaluniversity.ac/,IN,India,Solapur University,su.digitaluniversity.ac,
null,http://www.svbpuctm.org/,IN,India,Sardar Vallabhai Patel University of Agriculture Amd Technology,svbpuctm.org,
null,http://www.svnit.ac.in/,IN,India,Sardar Vallabhbhai National Institute of Technology,svnit.ac.in,
null,http://svimstpt.ap.nic.in/,IN,India,Sri Venkateswara Institute of Medical Sciences,svimstpt.ap.nic.in,
null,http://svuni.ap.nic.in/,IN,India,Sri Venkateswara University,svuni.ap.nic.in,
null,http://www.tamiluniversity.ac.in/,IN,India,Tamil University,tamiluniversity.ac.in,
null,http://www.tanuvas.com/,IN,India,Tamil Nadu Veterinary and Animal Sciences University,tanuvas.com,
null,http://www.tce.edu/,IN,India,Thiagarajar College of Engineering,tce.edu,
null,http://www.teluguuniversity.ac.in/,IN,India,Potti Sreeramulu Telugu University,teluguuniversity.ac.in,
null,http://www.teluguuniversity.ac.in/,IN,India,Telugu University,teluguuniversity.ac.in,
null,http://www.tezu.ernet.in/,IN,India,Tezpur University,tezu.ernet.in,
null,http://www.thenewcollege.org/,IN,India,The New College,thenewcollege.org,
null,http://www.tiet.ac.in/,IN,India,Thapar Institute of Engineering and Technology,tiet.ac.in,
null,http://www.tiss.edu/,IN,India,Tata Institute of Social Sciences,tiss.edu,
null,http://www.tmbu.org/,IN,India,Tilka Manjhi Bhagalpur University,tmbu.org,
null,http://www.tmv.edu.in/,IN,India,Tilak Maharashtra Vidyapeeth,tmv.edu.in,
null,http://www.tndalu.org/,IN,India,Tamil Nadu Dr. Ambedkar Law University,tndalu.org,
null,http://www.tnmmu.ac.in/,IN,India,Tamil Nadu Dr. M.G.R. Medical University,tnmmu.ac.in,
null,http://www.tnuniv.ac.in/adu/,IN,India,Avinashilingam Institute for Home Science and Higher Education for Women,tnuniv.ac.in,
null,http://www.tnuniv.ac.in/gri/,IN,India,Gandhigram Rural Institute,tnuniv.ac.in,
null,http://www.tnuniv.ac.in/msu/,IN,India,Manonmaniam Sundaranar University,tnuniv.ac.in,
null,http://www.tnuniv.ac.in/mteresa/,IN,India,Mother Teresa Women's University,tnuniv.ac.in,
null,http://www.manit.ac.in/,IN,India,Maulana Azad National Institute of Technology Bhopal,manit.ac.in,
null,http://www.mnit.ac.in/,IN,India,Malaviya National Institute of Technology Jaipur,mnit.ac.in,
null,http://www.tripurauniv.in/,IN,India,Tripura University,tripurauniv.in,
null,http://www.tshmc.org/,IN,India,Takhatmal Shrivallabh Homoeopathic Medical College,tshmc.org,
null,http://www.tumkuruniversity.ac.in/,IN,India,Tumkur University,tumkuruniversity.ac.in,
null,http://www.tvuni.in/,IN,India,Thiruvalluvar University,tvuni.in,
null,http://uasbng.kar.nic.in/,IN,India,University of Agricultural Sciences, Bangalore,uasbng.kar.nic.in,
null,http://www.uasd.net/,IN,India,University of Agricultural Sciences, Dharwad,uasd.net,
null,http://www.uktech.ac.in/,IN,India,Uttarakhand Technical University,uktech.ac.in,
null,http://www.uma.ac.in/,IN,India,University of Media Arts,uma.ac.in,
null,http://unical.ac.in/,IN,India,University of Calicut,unical.ac.in,
null,http://www.unigoa.ac.in/,IN,India,Goa University,unigoa.ac.in,
null,http://www.uni-mysore.ac.in/,IN,India,University of Mysore,uni-mysore.ac.in,
null,http://www.unipune.ernet.in/,IN,India,University of Pune,unipune.ernet.in,
null,http://www.uniraj.org/,IN,India,University of Rajasthan,uniraj.org,
null,http://www.unishivaji.ac.in/,IN,India,Shivaji University,unishivaji.ac.in,
null,http://www.unom.ac.in/,IN,India,University of Madras,unom.ac.in,
null,http://www.uohyd.ernet.in/,IN,India,University of Hyderabad,uohyd.ernet.in,
null,http://www.uok.ac.in/,IN,India,University of Kota,uok.ac.in,
null,http://www.uor.org/,IN,India,University of Roorkee,uor.org,
null,http://www.uou.ac.in/,IN,India,Uttarakhand Open University,uou.ac.in,
null,http://www.uptu.ac.in/,IN,India,Uttar Pradesh Technical University,uptu.ac.in,
null,http://www.utkaluniv.org/,IN,India,Utkal University,utkaluniv.org,
null,http://vbspu.ac.in/,IN,India,VBS Purvanchal University,vbspu.ac.in,
null,http://www.vbu.co.in/,IN,India,Vinoba Bhave University,vbu.co.in,
null,http://www.vidyasagar.ac.in/,IN,India,Vidyasagar University,vidyasagar.ac.in,
null,http://www.vignanuniversity.org/,IN,India,Vignan University,vignanuniversity.org,
null,http://www.vikramuniversity.org/,IN,India,Vikram University,vikramuniversity.org,
null,http://www.vinayakamissions.com/,IN,India,Vinayaka Mission's Research Foundation-Deemed University,vinayakamissions.com,
null,http://www.visva-bharati.ac.in/,IN,India,Visva-Bharati University,visva-bharati.ac.in,
Tamil Nadu,http://www.vit.ac.in/,IN,India,Vellore Institute of Technology,vit.ac.in,
null,http://www.vksu-ara.org/,IN,India,Veer Kunwar Singh University,vksu-ara.org,
null,http://www.vmou.ac.in/,IN,India,Vardhaman Mahaveer Open University,vmou.ac.in,
null,http://www.vnitnagpur.ac.in/,IN,India,Visvesvaraya National Institute of Technology,vnitnagpur.ac.in,
null,http://www.vssut.ac.in/,IN,India,Veer Surendra Sai University of Technology,vssut.ac.in,
null,http://www.vtu.ac.in/,IN,India,Visvesvaraya Technological University,vtu.ac.in,
null,http://www.wbuafs.nic.in/,IN,India,West Bengal University of Animal and Fishery Sciences,wbuafs.nic.in,
null,http://www.wbut.net/,IN,India,West Bengal University of Technology,wbut.net,
null,http://www.ycmou.com/,IN,India,Yashawantrao Chavan Maharashtra Open University,ycmou.com,
null,http://www.ysparmaruniversity.org/,IN,India,Dr. YS Parmar University of Horticulture and Forestry,ysparmaruniversity.org,
null,https://www.charusat.ac.in/,IN,India,Charotar University of Science and Technology,charusat.ac.in,
Gujarat,https://www.nuv.ac.in/,IN,India,Navrachana University,nuv.ac.in,
